P,count,time
8,1,0.009561
8,2,0.005446
8,4,0.006163
8,8,0.004477
8,16,0.009067
8,32,0.007926
8,64,0.005614
8,128,0.005402
8,256,0.005378
8,512,0.007994
8,1024,0.005634
8,2048,0.004583
8,4096,0.004671
8,8192,0.007393
8,16384,0.007677
8,32768,0.008389
8,65536,0.005154
8,131072,0.007571
8,262144,0.008336
8,524288,0.008563
8,1048576,0.009499
8,2097152,0.009422
8,4194304,0.012998
