P,count,time
16,1,0.000050
16,2,0.000061
16,4,0.000063
16,8,0.000071
16,16,0.000175
16,32,0.000094
16,64,0.000091
16,128,0.000090
16,256,0.000093
16,512,0.002274
16,1024,0.002268
16,2048,0.002532
16,4096,0.001557
16,8192,0.002269
16,16384,0.001512
16,32768,0.002827
16,65536,0.004426
16,131072,0.004441
16,262144,0.005159
16,524288,0.007020
16,1048576,0.009538
16,2097152,0.014451
16,4194304,0.025583
