P,count,time
4,1,0.004393
4,2,0.004992
4,4,0.005463
4,8,0.005456
4,16,0.011421
4,32,0.009103
4,64,0.004644
4,128,0.003584
4,256,0.004388
4,512,0.005513
4,1024,0.004705
4,2048,0.004212
4,4096,0.007535
4,8192,0.004411
4,16384,0.005399
4,32768,0.010281
4,65536,0.004822
4,131072,0.007672
4,262144,0.004618
4,524288,0.006734
4,1048576,0.007077
4,2097152,0.008496
4,4194304,0.009206
