P,count,time
128,1,0.001139
128,2,0.000980
128,4,0.000818
128,8,0.001127
128,16,0.000950
128,32,0.002664
128,64,0.002487
128,128,0.003746
128,256,0.003127
128,512,0.004277
128,1024,0.005061
128,2048,0.004881
128,4096,0.005292
128,8192,0.008061
128,16384,0.010935
128,32768,0.016268
128,65536,0.021883
128,131072,0.030769
128,262144,0.045544
128,524288,0.077907
128,1048576,0.137652
128,2097152,0.301581
128,4194304,0.745408
