P,count,time
2,1,0.000019
2,2,0.000018
2,4,0.000019
2,8,0.000020
2,16,0.000019
2,32,0.000020
2,64,0.000021
2,128,0.001032
2,256,0.000022
2,512,0.000531
2,1024,0.000345
2,2048,0.000132
2,4096,0.000127
2,8192,0.000558
2,16384,0.001297
2,32768,0.001151
2,65536,0.001143
2,131072,0.001220
2,262144,0.001546
2,524288,0.001791
2,1048576,0.001878
2,2097152,0.002926
2,4194304,0.003854
