P,count,time
16,1,0.005991
16,2,0.005300
16,4,0.004999
16,8,0.005085
16,16,0.004743
16,32,0.004714
16,64,0.004959
16,128,0.005162
16,256,0.007416
16,512,0.004742
16,1024,0.005970
16,2048,0.006027
16,4096,0.009780
16,8192,0.004871
16,16384,0.005801
16,32768,0.015642
16,65536,0.019347
16,131072,0.016662
16,262144,0.017727
16,524288,0.014466
16,1048576,0.021624
16,2097152,0.022469
16,4194304,0.025613
