P,count,time
32,1,0.010099
32,2,0.004947
32,4,0.006006
32,8,0.006872
32,16,0.005157
32,32,0.004883
32,64,0.006178
32,128,0.005962
32,256,0.005929
32,512,0.005866
32,1024,0.004929
32,2048,0.006685
32,4096,0.004947
32,8192,0.004917
32,16384,0.006556
32,32768,0.023870
32,65536,0.018590
32,131072,0.019319
32,262144,0.022708
32,524288,0.025921
32,1048576,0.022329
32,2097152,0.027252
32,4194304,0.027983
