P,count,time
32,1,0.009957
32,2,0.010297
32,4,0.006034
32,8,0.007714
32,16,0.007072
32,32,0.006999
32,64,0.008619
32,128,0.008078
32,256,0.009532
32,512,0.007244
32,1024,0.009250
32,2048,0.008049
32,4096,0.007955
32,8192,0.007866
32,16384,0.007750
32,32768,0.007297
32,65536,0.010090
32,131072,0.010039
32,262144,0.012929
32,524288,0.019210
32,1048576,0.022992
32,2097152,0.033516
32,4194304,0.041717
