P,count,time
128,1,0.009056
128,2,0.008898
128,4,0.009000
128,8,0.008580
128,16,0.008481
128,32,0.009567
128,64,0.009952
128,128,0.011327
128,256,0.011869
128,512,0.011158
128,1024,0.010399
128,2048,0.012000
128,4096,0.012678
128,8192,0.012655
128,16384,0.014286
128,32768,0.015926
128,65536,0.166834
128,131072,0.166361
128,262144,0.170713
128,524288,0.202218
128,1048576,0.256951
128,2097152,0.373735
128,4194304,0.671486
