P,count,time
128,1,0.001022
128,2,0.000936
128,4,0.001233
128,8,0.002172
128,16,0.000902
128,32,0.001236
128,64,0.001254
128,128,0.001302
128,256,0.001117
128,512,0.000996
128,1024,0.001098
128,2048,0.001418
128,4096,0.003971
128,8192,0.003483
128,16384,0.004033
128,32768,0.004707
128,65536,0.006996
128,131072,0.008515
128,262144,0.010940
128,524288,0.015445
128,1048576,0.024346
128,2097152,0.044432
128,4194304,0.079192
