P,count,time
4,1,0.006467
4,2,0.009975
4,4,0.007837
4,8,0.006423
4,16,0.006204
4,32,0.007595
4,64,0.004435
4,128,0.007901
4,256,0.009735
4,512,0.011252
4,1024,0.005129
4,2048,0.011014
4,4096,0.007575
4,8192,0.010180
4,16384,0.008849
4,32768,0.005721
4,65536,0.008821
4,131072,0.009313
4,262144,0.009599
4,524288,0.010919
4,1048576,0.012890
4,2097152,0.016861
4,4194304,0.022920
