P,count,time
64,1,0.000650
64,2,0.000554
64,4,0.001997
64,8,0.000678
64,16,0.000608
64,32,0.001347
64,64,0.001380
64,128,0.001355
64,256,0.001545
64,512,0.002353
64,1024,0.003194
64,2048,0.003255
64,4096,0.003263
64,8192,0.004376
64,16384,0.005219
64,32768,0.008427
64,65536,0.012786
64,131072,0.016496
64,262144,0.025886
64,524288,0.040130
64,1048576,0.071425
64,2097152,0.129941
64,4194304,0.246372
