P,count,time
16,1,0.007078
16,2,0.006512
16,4,0.006609
16,8,0.007233
16,16,0.006356
16,32,0.007987
16,64,0.008096
16,128,0.008717
16,256,0.007630
16,512,0.005779
16,1024,0.007089
16,2048,0.008938
16,4096,0.008369
16,8192,0.007699
16,16384,0.006843
16,32768,0.010080
16,65536,0.008067
16,131072,0.009770
16,262144,0.008964
16,524288,0.010936
16,1048576,0.055349
16,2097152,0.055316
16,4194304,0.064194
