P,count,time
64,1,0.000657
64,2,0.000517
64,4,0.000801
64,8,0.000542
64,16,0.000676
64,32,0.000713
64,64,0.000752
64,128,0.000549
64,256,0.000605
64,512,0.000855
64,1024,0.001062
64,2048,0.001669
64,4096,0.002225
64,8192,0.003346
64,16384,0.002924
64,32768,0.003503
64,65536,0.003621
64,131072,0.004820
64,262144,0.007670
64,524288,0.013029
64,1048576,0.022218
64,2097152,0.039921
64,4194304,0.070222
