P,count,time
16,1,0.031733
16,2,0.032718
16,4,0.032229
16,8,0.038126
16,16,0.033330
16,32,0.030930
16,64,0.032225
16,128,0.034316
16,256,0.031271
16,512,0.032370
16,1024,0.032877
16,2048,0.032410
16,4096,0.036481
16,8192,0.031280
16,16384,0.032993
16,32768,0.033126
16,65536,0.059273
16,131072,0.053420
16,262144,0.054285
16,524288,0.061547
16,1048576,0.066830
16,2097152,0.086139
16,4194304,0.109024
