P,count,time
32,1,0.073629
32,2,0.069724
32,4,0.068963
32,8,0.069584
32,16,0.073492
32,32,0.069295
32,64,0.071232
32,128,0.068981
32,256,0.067277
32,512,0.073300
32,1024,0.069273
32,2048,0.071430
32,4096,0.069602
32,8192,0.072995
32,16384,0.071296
32,32768,0.072878
32,65536,0.103480
32,131072,0.112489
32,262144,0.117630
32,524288,0.114050
32,1048576,0.141192
32,2097152,0.160921
32,4194304,0.218804
