P,count,time
32,1,0.007902
32,2,0.007592
32,4,0.006167
32,8,0.006225
32,16,0.006193
32,32,0.006275
32,64,0.006266
32,128,0.006902
32,256,0.007031
32,512,0.009798
32,1024,0.006077
32,2048,0.007276
32,4096,0.006575
32,8192,0.007773
32,16384,0.008121
32,32768,0.009503
32,65536,0.012664
32,131072,0.015498
32,262144,0.020587
32,524288,0.027922
32,1048576,0.043484
32,2097152,0.071352
32,4194304,0.131824
