P,count,time
32,1,0.000107
32,2,0.000099
32,4,0.000114
32,8,0.000083
32,16,0.000124
32,32,0.000143
32,64,0.000201
32,128,0.000162
32,256,0.000141
32,512,0.002866
32,1024,0.002928
32,2048,0.003431
32,4096,0.003892
32,8192,0.003606
32,16384,0.003009
32,32768,0.003142
32,65536,0.003717
32,131072,0.003391
32,262144,0.004665
32,524288,0.006044
32,1048576,0.009733
32,2097152,0.017532
32,4194304,0.033209
