P,count,time
256,1,0.002726
256,2,0.002806
256,4,0.002121
256,8,0.002799
256,16,0.004108
256,32,0.002326
256,64,0.002403
256,128,0.002159
256,256,0.002804
256,512,0.002908
256,1024,0.003257
256,2048,0.004092
256,4096,0.003459
256,8192,0.007784
256,16384,0.007833
256,32768,0.008070
256,65536,0.008795
256,131072,0.012648
256,262144,0.015056
256,524288,0.018791
256,1048576,0.028934
256,2097152,0.047471
256,4194304,0.086335
