P,count,time
128,1,0.000436
128,2,0.000307
128,4,0.000250
128,8,0.000353
128,16,0.000617
128,32,0.000649
128,64,0.000599
128,128,0.000728
128,256,0.000658
128,512,0.000326
128,1024,0.000685
128,2048,0.001519
128,4096,0.001128
128,8192,0.001737
128,16384,0.001979
128,32768,0.092969
128,65536,0.041095
128,131072,0.053459
128,262144,0.041553
128,524288,0.073072
128,1048576,0.096473
128,2097152,0.072483
128,4194304,0.104273
