P,count,time
8,1,0.000031
8,2,0.000036
8,4,0.000023
8,8,0.000029
8,16,0.000037
8,32,0.000054
8,64,0.000051
8,128,0.000063
8,256,0.000065
8,512,0.001007
8,1024,0.001033
8,2048,0.001358
8,4096,0.001352
8,8192,0.000158
8,16384,0.001073
8,32768,0.001170
8,65536,0.003034
8,131072,0.003236
8,262144,0.003492
8,524288,0.004390
8,1048576,0.006848
8,2097152,0.010957
8,4194304,0.019704
