P,count,time
256,1,0.000516
256,2,0.001376
256,4,0.000979
256,8,0.000538
256,16,0.000564
256,32,0.001511
256,64,0.000600
256,128,0.001113
256,256,0.000482
256,512,0.000655
256,1024,0.000467
256,2048,0.002266
256,4096,0.000346
256,8192,0.002650
256,16384,0.001624
256,32768,0.190254
256,65536,0.085498
256,131072,0.127100
256,262144,0.145908
256,524288,0.079951
256,1048576,0.175039
256,2097152,0.214093
256,4194304,0.215079
