P,count,time
4,1,0.008024
4,2,0.005536
4,4,0.010849
4,8,0.006572
4,16,0.008198
4,32,0.009186
4,64,0.008782
4,128,0.008189
4,256,0.007905
4,512,0.006633
4,1024,0.008413
4,2048,0.006618
4,4096,0.007878
4,8192,0.005678
4,16384,0.007885
4,32768,0.007319
4,65536,0.009909
4,131072,0.010252
4,262144,0.012658
4,524288,0.014397
4,1048576,0.014160
4,2097152,0.017205
4,4194304,0.024213
