P,count,time
16,1,0.006289
16,2,0.008652
16,4,0.005755
16,8,0.005910
16,16,0.005811
16,32,0.008183
16,64,0.006039
16,128,0.006435
16,256,0.005431
16,512,0.008521
16,1024,0.009182
16,2048,0.007088
16,4096,0.007426
16,8192,0.005797
16,16384,0.007730
16,32768,0.007203
16,65536,0.023821
16,131072,0.024146
16,262144,0.030679
16,524288,0.033622
16,1048576,0.047464
16,2097152,0.072609
16,4194304,0.133544
