P,count,time
2,1,0.000022
2,2,0.000021
2,4,0.000024
2,8,0.000023
2,16,0.000023
2,32,0.000019
2,64,0.000020
2,128,0.000023
2,256,0.000027
2,512,0.000029
2,1024,0.001125
2,2048,0.001055
2,4096,0.000026
2,8192,0.000100
2,16384,0.000114
2,32768,0.000389
2,65536,0.001085
2,131072,0.001202
2,262144,0.001589
2,524288,0.001951
2,1048576,0.002380
2,2097152,0.003801
2,4194304,0.006751
