P,count,time
2,1,0.000019
2,2,0.000018
2,4,0.000021
2,8,0.000019
2,16,0.000018
2,32,0.000022
2,64,0.000021
2,128,0.001032
2,256,0.000023
2,512,0.000022
2,1024,0.001319
2,2048,0.000024
