P,count,time
16,1,0.007904
16,2,0.006526
16,4,0.010965
16,8,0.006402
16,16,0.009177
16,32,0.005714
16,64,0.006790
16,128,0.007020
16,256,0.007288
16,512,0.008427
16,1024,0.008808
16,2048,0.008387
16,4096,0.006404
16,8192,0.006993
16,16384,0.009447
16,32768,0.009807
16,65536,0.022310
16,131072,0.027815
16,262144,0.030447
16,524288,0.033166
16,1048576,0.045695
16,2097152,0.072352
16,4194304,0.126710
