P,count,time
256,2097152,0.763180
256,1,0.020244
256,4194304,1.214450
256,2,0.019794
256,4,0.020212
256,8,0.021394
256,16,0.022288
256,32,0.021885
256,64,0.021898
256,128,0.022294
256,256,0.022090
256,512,0.021905
256,1024,0.021663
256,2048,0.022525
256,4096,0.023692
256,8192,0.023878
256,16384,0.028816
256,32768,0.033288
256,65536,0.264867
256,131072,0.272395
256,262144,0.290583
256,524288,0.341421
256,1048576,0.427126
256,2097152,0.692902
256,4194304,1.272204
