P,count,time
64,1,0.004302
64,2,0.004531
64,4,0.004686
64,8,0.004492
64,16,0.005816
64,32,0.004726
64,64,0.005557
64,128,0.005506
64,256,0.006189
64,512,0.005972
64,1024,0.005964
64,2048,0.006387
64,4096,0.006192
64,8192,0.006658
64,16384,0.007019
64,32768,0.008578
64,65536,0.082124
64,131072,0.077591
64,262144,0.085569
64,524288,0.106420
64,1048576,0.121683
64,2097152,0.169410
64,4194304,0.261263
