P,count,time
32,1,0.075947
32,2,0.073892
32,4,0.075326
32,8,0.075996
32,16,0.076239
32,32,0.075829
32,64,0.082280
32,128,0.078364
32,256,0.075139
32,512,0.075606
32,1024,0.078781
32,2048,0.074697
32,4096,0.074823
32,8192,0.077065
32,16384,0.076983
32,32768,0.075672
32,65536,0.109685
32,131072,0.122013
32,262144,0.125430
32,524288,0.132238
32,1048576,0.146043
32,2097152,0.169682
32,4194304,0.219375
