P,count,time
32,1,0.008212
32,2,0.007640
32,4,0.009509
32,8,0.006328
32,16,0.007701
32,32,0.006627
32,64,0.009161
32,128,0.006743
32,256,0.008038
32,512,0.007851
32,1024,0.007756
32,2048,0.009789
32,4096,0.010577
32,8192,0.007987
32,16384,0.007761
32,32768,0.011350
32,65536,0.014243
32,131072,0.016808
32,262144,0.021313
32,524288,0.030377
32,1048576,0.043499
32,2097152,0.077707
32,4194304,0.129542
