P,count,time
4,1,0.006898
4,2,0.007556
4,4,0.007228
4,8,0.006136
4,16,0.008094
4,32,0.005530
4,64,0.008404
4,128,0.005680
4,256,0.007195
4,512,0.008608
4,1024,0.008838
4,2048,0.008219
4,4096,0.008168
4,8192,0.008813
4,16384,0.008899
4,32768,0.007209
4,65536,0.013883
4,131072,0.010725
4,262144,0.011380
4,524288,0.015020
4,1048576,0.012320
4,2097152,0.022394
4,4194304,0.024450
