P,count,time
8,1,0.006038
8,2,0.006333
8,4,0.006065
8,8,0.007231
8,16,0.006182
8,32,0.009631
8,64,0.006346
8,128,0.006180
8,256,0.006426
8,512,0.006820
8,1024,0.009132
8,2048,0.008126
8,4096,0.007283
8,8192,0.006897
8,16384,0.009180
8,32768,0.010551
8,65536,0.015276
8,131072,0.015317
8,262144,0.017516
8,524288,0.018485
8,1048576,0.025043
8,2097152,0.034051
8,4194304,0.057260
